City_ID,City,Country,Lat,Lng,Description,Max Temp,Humidity,Cloudiness,Wind Speed
466,Kedougou,SN,12.5579,-12.1743,clear sky,105.8,21,0,4.61
467,Victoria Point,AU,-27.5833,153.3,few clouds,69.01,73,21,1.01
468,Matara,LK,5.9485,80.5353,few clouds,78.26,82,17,0.81
469,Seymchan,RU,62.8833,152.4333,overcast clouds,-11.22,91,100,5.79
470,Fernandopolis,BR,-20.2839,-50.2464,clear sky,91.26,20,0,6.69
471,Caravelas,BR,-17.7125,-39.2481,scattered clouds,81.73,61,26,8.21
472,Acarau,BR,-2.8856,-40.12,broken clouds,85.1,69,64,17.54
473,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,clear sky,77.86,8,8,1.68
474,Buckeye,US,33.3703,-112.5838,clear sky,90.0,11,1,5.75
475,Meadow Lake,US,34.8014,-106.5436,clear sky,71.01,9,1,5.86
476,Meulaboh,ID,4.1363,96.1285,overcast clouds,78.01,86,93,2.37
477,Benalla,AU,-36.55,145.9833,broken clouds,46.4,76,75,10.36
478,Matagami,CA,49.7502,-77.6328,broken clouds,69.8,43,75,11.5
479,Banda Aceh,ID,5.5577,95.3222,scattered clouds,79.68,81,49,6.91
480,Khani,GE,41.9563,42.9566,overcast clouds,44.6,93,90,5.75
481,Llata,PE,-9.4167,-76.7833,moderate rain,58.87,79,86,6.42
482,Ballina,AU,-28.8667,153.5667,clear sky,64.4,77,7,4.61
483,Sovetskiy,RU,61.3614,63.5842,overcast clouds,32.41,95,86,4.36
484,Yarada,IN,17.65,83.2667,mist,78.8,83,20,2.3
485,Naron,ES,43.5167,-8.1528,broken clouds,55.99,100,75,9.22
486,Monze,ZM,-16.2833,27.4833,few clouds,64.13,61,18,5.37
487,La Tuque,CA,47.4334,-72.7824,overcast clouds,69.8,40,86,5.75
488,Waipawa,NZ,-41.4122,175.5153,broken clouds,66.2,82,75,24.16
489,Yar-Sale,RU,66.8333,70.8333,broken clouds,25.74,95,61,10.89
490,Eyl,SO,7.9803,49.8164,clear sky,80.15,66,6,11.7
491,Hermosillo,MX,29.0667,-110.9667,few clouds,91.0,13,20,4.61
492,Pangnirtung,CA,66.1451,-65.7125,overcast clouds,17.6,79,90,1.68
493,La Rioja,ES,42.25,-2.5,clear sky,57.2,77,0,9.22
494,Nueva Concepcion,GT,14.2,-91.3,scattered clouds,91.4,70,40,6.91
495,Hare Bay,CA,48.8499,-54.0148,snow,30.2,93,90,20.71
496,Haines Junction,CA,60.7522,-137.5108,broken clouds,-0.4,32,82,3.44
497,Solin,HR,43.55,16.5,clear sky,53.6,62,0,4.61
498,Ampanihy,MG,-24.7,44.75,clear sky,73.42,79,1,11.79
499,Klaksvik,FO,62.2266,-6.589,light snow,30.2,55,40,11.5
500,Ogulin,HR,45.2661,15.2286,broken clouds,54.0,66,75,4.74
501,Muisne,EC,0.6,-80.0333,scattered clouds,86.0,79,40,9.22
502,Biltine,TD,14.5333,20.9167,scattered clouds,88.61,5,45,13.71
503,Joshimath,IN,30.5667,79.5667,broken clouds,49.46,39,58,8.37
504,Krasni Okny,UA,47.5404,29.46,clear sky,45.81,45,4,4.23
505,Ourinhos,BR,-22.9789,-49.8706,few clouds,86.49,30,11,2.53
506,Honningsvag,NO,70.9821,25.9704,broken clouds,32.27,66,84,21.81
507,De Aar,ZA,-30.6497,24.0123,scattered clouds,76.53,27,36,9.51
508,Ceska Trebova,CZ,49.9044,16.4441,overcast clouds,46.99,76,100,2.64
509,Katobu,ID,-4.9408,122.5276,overcast clouds,74.61,93,93,1.7
510,Orsha,BY,54.5153,30.4053,broken clouds,43.77,67,65,10.67
511,Puerto Carreno,CO,6.189,-67.4859,overcast clouds,75.49,89,100,2.59
512,Moanda,GA,-1.5575,13.2178,light rain,80.6,78,20,5.75
513,Bilibino,RU,68.0546,166.4372,overcast clouds,-13.92,84,99,5.28
514,Zaozerne,UA,45.1582,33.2787,broken clouds,48.99,37,83,13.47
515,Camacha,PT,33.0833,-16.3333,scattered clouds,66.2,82,40,11.5
516,Aswan,EG,24.0934,32.907,clear sky,71.1,16,0,18.77
517,Somerville,US,42.3876,-71.0995,clear sky,77.0,43,1,8.05
518,Raudeberg,NO,61.9875,5.1352,snow,35.01,90,99,18.37
519,Mazamari,PE,-11.3258,-74.5308,overcast clouds,85.39,60,99,3.8
520,Champerico,GT,14.3,-91.9167,scattered clouds,89.6,70,40,6.91
521,Talnakh,RU,69.4865,88.3972,snow,31.75,99,100,5.57
522,Ekibastuz,KZ,51.6667,75.3667,clear sky,35.96,88,1,15.23
523,Nautla,MX,20.2167,-96.7833,clear sky,90.09,45,0,10.69
524,Hammerfest,NO,70.6634,23.6821,light snow,32.0,59,20,11.5
525,Zavitinsk,RU,50.1167,129.45,overcast clouds,43.83,77,100,9.24
526,Claver,PH,9.5725,125.7331,light rain,76.75,90,62,2.01
527,Katangli,RU,51.7102,143.2326,broken clouds,21.09,93,62,6.82
528,Sao Felix Do Xingu,BR,-6.6447,-51.995,overcast clouds,87.51,57,100,4.83
529,Flinders,AU,-34.5833,150.8552,clear sky,60.01,66,0,4.0
530,Greencastle,US,39.6445,-86.8647,overcast clouds,62.01,94,90,11.5
531,Bitlis,TR,38.5,42.25,scattered clouds,43.48,86,47,7.38
532,Sept-Iles,CA,50.2001,-66.3821,few clouds,42.8,36,20,13.8
533,Fort Saint James,CA,54.4333,-124.25,overcast clouds,31.57,62,100,3.89
534,Wajima,JP,37.4,136.9,clear sky,44.55,67,1,9.15
535,Puerto Madryn,AR,-42.7692,-65.0385,few clouds,68.59,38,21,16.28
536,Gramsh,AL,40.8697,20.1844,clear sky,53.6,32,0,1.14
537,Malinyi,TZ,-8.9333,36.1333,moderate rain,71.06,95,94,1.83
538,Novikovo,RU,51.1537,37.8879,clear sky,44.1,53,3,6.44
539,Port-Cartier,CA,50.0334,-66.8654,few clouds,42.8,36,20,13.8
540,Merauke,ID,-8.4667,140.3333,overcast clouds,78.55,83,98,7.05
541,Merrill,US,45.1805,-89.6835,overcast clouds,51.8,71,90,5.75
542,Sulangan,PH,11.1373,123.7228,broken clouds,81.63,76,76,16.4
543,Abu Zabad,SD,12.35,29.25,overcast clouds,85.89,8,94,10.76
544,Mandera,KE,3.9366,41.867,broken clouds,89.71,43,84,13.13
545,Tahe,CN,52.3333,124.7333,scattered clouds,23.43,73,32,6.29
546,Waingapu,ID,-9.6567,120.2641,clear sky,76.42,81,2,4.81
547,Talcahuano,CL,-36.7167,-73.1167,few clouds,62.6,59,20,6.91
548,Tolbazy,RU,54.0241,55.8825,clear sky,55.4,54,0,15.66
549,Leshukonskoye,RU,64.8989,45.7622,overcast clouds,40.08,83,100,14.07
550,Whitehorse,CA,60.7161,-135.0538,snow,-2.0,65,90,10.36
551,Magadi,IN,12.9667,77.2333,clear sky,77.0,61,10,4.61
552,Tamale,GH,9.4008,-0.8393,broken clouds,101.28,18,80,3.83
553,Mareeba,AU,-17.0,145.4333,overcast clouds,77.0,88,90,0.98
554,Rupert,US,42.6191,-113.6772,clear sky,57.2,19,1,18.41
555,Kumbo,CM,6.2,10.6667,overcast clouds,70.25,54,87,4.38
556,Moranbah,AU,-22.0016,148.0466,few clouds,71.28,55,21,8.93
557,Desaguadero,PE,-16.5656,-69.0417,broken clouds,54.5,55,73,9.78
558,Lagoa,PT,39.05,-27.9833,overcast clouds,59.68,93,100,23.29
559,Sur,OM,22.5667,59.5289,clear sky,81.59,64,0,12.12
560,Faya,SA,18.3851,42.4509,few clouds,68.0,42,20,5.75
561,Semey,KZ,50.4111,80.2275,clear sky,35.24,81,5,15.23
562,Kamenka,RU,51.3223,42.7678,overcast clouds,42.01,85,93,11.61
563,Bend,US,44.0582,-121.3153,scattered clouds,48.2,37,40,8.05
564,Pucallpa,PE,-8.3791,-74.5539,moderate rain,73.4,100,90,2.3
565,Staryy Nadym,RU,65.6118,72.6842,scattered clouds,25.68,92,34,8.93
566,Asau,RO,46.4333,26.4,scattered clouds,45.0,35,25,2.13
567,Yabrud,SY,33.9674,36.6574,broken clouds,46.4,66,60,12.66
568,Jaru,BR,-10.4389,-62.4664,overcast clouds,77.4,85,100,2.8
569,Rundu,NA,-17.9333,19.7667,clear sky,69.03,38,3,5.37
570,Hyderabad,IN,17.3753,78.4744,clear sky,82.0,65,6,5.75
571,Ginda,IN,30.6945,78.4932,scattered clouds,53.2,21,33,8.97
572,Caconda,AO,-13.7333,15.0667,overcast clouds,65.95,53,92,2.15
573,Codrington,AU,-38.2667,141.9667,overcast clouds,50.63,65,98,27.63
574,Barra,BR,-11.0894,-43.1417,overcast clouds,88.88,38,100,3.74
575,Kaniama,CD,-7.5667,24.1833,overcast clouds,65.84,95,100,6.55
576,Kudahuvadhoo,MV,2.6708,72.8944,broken clouds,83.08,73,65,9.71
577,Itoman,JP,26.1247,127.6694,few clouds,69.8,78,20,16.11
578,Manavalakurichi,IN,8.1333,77.3,mist,84.2,74,20,2.3
579,Christchurch,NZ,-43.5333,172.6333,scattered clouds,60.01,58,35,10.36
580,Bijela,BA,43.6086,17.9519,clear sky,53.6,50,0,2.3
581,Altay,CN,47.8667,88.1167,clear sky,37.08,38,0,8.08
582,Spirit River,CA,55.7833,-118.8361,snow,25.0,93,100,12.66
583,Dong Hoi,VN,17.4833,106.6,few clouds,75.38,91,24,5.59
584,Bhag,PK,29.0415,67.8239,few clouds,86.43,9,12,3.04
585,Vila Franca Do Campo,PT,37.7167,-25.4333,broken clouds,62.6,94,75,12.66
586,Ponnani,IN,10.767,75.9252,haze,84.2,74,40,5.21
587,Almaznyy,RU,48.0448,40.045,few clouds,50.0,50,20,4.47
588,Greytown,ZA,-29.0642,30.5928,clear sky,64.92,66,2,1.07
589,Marsh Harbour,BS,26.5412,-77.0636,clear sky,76.24,63,2,18.48
590,Muros,ES,42.7762,-9.0603,overcast clouds,57.99,81,99,6.15
591,Turbat,PK,26.0023,63.044,clear sky,81.9,28,0,8.23
592,Chulman,RU,56.8479,124.9104,overcast clouds,-1.1,98,94,5.3
593,Yeppoon,AU,-23.1333,150.7333,overcast clouds,68.0,88,90,5.12
594,Kondinskoye,RU,59.6481,67.41,overcast clouds,36.46,99,100,6.51
595,Iskateley,RU,67.6803,53.1512,overcast clouds,37.53,86,100,22.59
596,Batagay-Alyta,RU,67.8006,130.4114,broken clouds,-20.6,87,66,6.82
597,Miri,MY,4.4148,114.0089,scattered clouds,78.01,94,40,4.63
598,Silver City,US,32.7701,-108.2803,clear sky,71.6,7,1,13.8
599,Colomi,BO,-17.35,-65.8667,broken clouds,77.0,33,75,9.22
600,Trelew,AR,-43.249,-65.3051,clear sky,70.32,30,3,17.2
601,Santa Cruz,BO,-17.8,-63.1667,scattered clouds,86.0,65,40,20.71
602,Hashtrud,IR,37.4779,47.0508,broken clouds,61.11,33,70,7.36
603,Nouadhibou,MR,20.931,-17.0347,sand,73.4,60,33,21.85
604,Arona,ES,28.0996,-16.681,few clouds,69.8,64,20,9.22
605,Henties Bay,NA,-22.116,14.2845,clear sky,75.99,60,0,3.0
606,Severobaykalsk,RU,55.65,109.3167,few clouds,7.92,80,23,7.96
607,Bara,NG,10.3744,10.7288,overcast clouds,93.25,8,88,7.52
608,Bethel,US,41.3712,-73.414,overcast clouds,69.01,56,90,11.5
609,Hukuntsi,BW,-24.0,21.75,clear sky,76.51,30,1,6.4
610,San Lawrenz,MT,36.0553,14.204,few clouds,57.99,77,20,10.36
611,Ulverstone,AU,-41.15,146.1667,scattered clouds,42.01,82,40,23.0
612,Zverinogolovskoye,RU,54.4586,64.8542,overcast clouds,35.11,98,100,6.55
613,Lukovetskiy,RU,64.2956,41.9211,broken clouds,39.2,81,75,2.24
614,Marystown,CA,47.1666,-55.1483,broken clouds,40.84,70,84,9.86
615,Yerofey Pavlovich,RU,53.9667,121.9667,overcast clouds,14.11,75,87,2.8
616,Mudgee,AU,-32.5943,149.5871,broken clouds,48.2,81,75,5.75
617,Terney,RU,45.0503,136.6092,few clouds,38.32,64,12,4.83
618,Calvia,ES,39.5657,2.5062,few clouds,60.01,88,20,1.14
619,Rize,TR,40.9044,40.8949,light snow,29.61,96,100,2.86
620,Wana,PK,32.2989,69.5725,scattered clouds,66.16,34,41,4.25
621,Bundaberg,AU,-24.85,152.35,few clouds,70.0,88,11,5.88
622,Sakakah,SA,29.9697,40.2064,clear sky,68.0,22,0,10.45
623,Vila Velha,BR,-20.3297,-40.2925,clear sky,81.0,54,0,9.22
624,San Nicolas,PH,18.1725,120.5953,few clouds,73.4,83,20,1.14
625,Consett,GB,54.854,-1.8316,overcast clouds,39.99,69,100,4.63
626,Dolores,AR,-36.3132,-57.6792,overcast clouds,63.19,93,98,17.72
627,Okha,RU,53.5739,142.9478,few clouds,25.79,88,11,11.3
628,Launceston,AU,-41.45,147.1667,scattered clouds,39.0,87,40,10.36
629,Brownwood,US,31.7093,-98.9912,clear sky,68.0,19,1,14.32
630,Tomohon,ID,1.3346,124.8392,scattered clouds,73.4,94,40,2.3
631,Tymovskoye,RU,50.8456,142.655,scattered clouds,26.47,89,38,7.25
632,Mutare,ZW,-18.9707,32.6709,clear sky,61.02,73,0,5.26
633,Rizhao,CN,35.4275,119.4553,light rain,48.76,91,100,5.5
634,Kharp,RU,66.8014,65.8081,overcast clouds,29.8,96,91,7.34
635,Bridgetown,BB,13.1,-59.6167,volcanic ash,78.8,65,20,8.05
636,Cantaura,VE,9.3057,-64.3584,overcast clouds,86.83,50,99,3.4
637,Chiang Kham,TH,19.5233,100.3,clear sky,77.0,78,0,2.3
638,Lesnoye,RU,58.2841,35.5158,overcast clouds,43.86,67,99,12.77
639,Ca Mau,VN,9.1769,105.15,clear sky,80.87,75,7,8.1
640,Matam,SN,15.6175,-13.3303,clear sky,111.2,13,0,2.3
641,Yorkton,CA,51.2167,-102.4677,clear sky,57.2,26,1,9.22
642,Berlevag,NO,70.8578,29.0864,overcast clouds,28.47,70,88,14.12
643,Isla Vista,US,34.4133,-119.861,clear sky,60.8,67,1,6.91
644,Marawi,PH,7.9986,124.2928,overcast clouds,75.99,92,100,4.0
645,Arman,RU,59.7,150.1667,broken clouds,6.75,77,62,10.89
646,Newton,US,42.337,-71.2092,few clouds,77.0,46,22,5.75
647,Murray Bridge,AU,-35.1167,139.2667,overcast clouds,54.0,82,100,17.29
648,Shimoda,JP,34.6667,138.95,overcast clouds,46.0,56,96,5.01
649,Roblin,CA,51.23,-101.3565,broken clouds,50.83,30,62,16.11
650,Areia Branca,BR,-4.9561,-37.1369,broken clouds,84.2,79,75,10.36
651,Lahijan,IR,37.2061,50.0029,mist,55.4,94,90,4.61
652,Nadym,RU,65.5333,72.5167,scattered clouds,26.73,92,33,10.13
653,Caucasia,CO,7.9865,-75.1935,overcast clouds,89.15,56,90,5.95
654,Letpadan,MM,17.7833,95.75,clear sky,83.07,60,1,7.78
655,Martapura,ID,-3.4167,114.85,overcast clouds,77.0,94,90,3.44
656,Emerald,AU,-23.5333,148.1667,light rain,69.8,52,58,3.44
657,Glossa,GR,35.4717,23.7763,few clouds,53.6,76,20,6.17
658,Batagay,RU,67.6333,134.6333,broken clouds,-26.79,100,73,2.42
659,Agadez,NE,19.75,10.25,clear sky,88.86,4,0,8.68
660,Anahuac,MX,27.2333,-100.15,clear sky,80.6,32,1,17.27
661,Maun,BW,-19.9833,23.4167,clear sky,75.2,43,0,3.44
662,Cesenatico,IT,44.1999,12.3991,overcast clouds,57.0,88,90,3.44
663,Sambava,MG,-14.2667,50.1667,light rain,77.41,86,100,9.01
664,Havoysund,NO,70.9963,24.6622,few clouds,32.0,59,20,11.5
665,Cap-Aux-Meules,CA,47.3821,-61.8597,overcast clouds,33.8,64,93,19.57
666,Phan Thiet,VN,10.9333,108.1,broken clouds,76.86,83,71,9.78
667,Mogadishu,SO,2.0371,45.3438,broken clouds,83.03,74,70,13.71
668,Shaunavon,CA,49.6501,-108.4181,broken clouds,46.4,31,66,23.02
669,Vostok,RU,46.4856,135.8833,clear sky,27.55,70,3,5.93
670,Suining,CN,30.508,105.5733,overcast clouds,56.75,92,100,4.56
671,Nago,JP,26.5881,127.9761,clear sky,69.8,83,1,18.41
672,Zhanakorgan,KZ,43.9098,67.2495,clear sky,50.77,39,0,18.61
673,Kloulklubed,PW,7.0419,134.2556,broken clouds,77.0,94,75,11.12
674,Rio Grande,BR,-32.035,-52.0986,moderate rain,77.0,88,90,10.36
675,Calera,US,33.1029,-86.7536,scattered clouds,73.0,73,40,8.05
676,Lakes Entrance,AU,-37.8811,147.981,broken clouds,46.0,84,81,1.01
677,Dolinsk,RU,47.35,142.8,clear sky,23.0,93,0,2.24
678,Tutoia,BR,-2.7619,-42.2744,few clouds,89.6,66,20,11.5
679,Kununurra,AU,-15.7667,128.7333,broken clouds,69.8,88,69,2.3
680,Babaeski,TR,41.4325,27.0931,scattered clouds,39.13,68,32,7.78
681,Mwinilunga,ZM,-11.7358,24.4293,overcast clouds,62.06,89,96,4.27
682,Itarema,BR,-2.9248,-39.9167,broken clouds,85.14,68,64,16.91
683,Nogliki,RU,51.8333,143.1667,broken clouds,22.86,91,53,7.96
684,Johi,PK,26.6921,67.6133,clear sky,89.29,8,5,4.34
685,Vermilion,US,40.1667,-87.7506,overcast clouds,61.0,85,99,7.0
686,Kota Belud,MY,6.351,116.4305,few clouds,78.8,89,20,2.3
687,Invermere,CA,50.5167,-116.0354,overcast clouds,41.54,32,99,3.69
688,Rorvik,NO,64.8621,11.2373,overcast clouds,39.25,67,97,13.69
689,Umiray,PH,15.2206,121.4111,broken clouds,78.04,83,72,14.47
690,Van,TR,38.4924,43.3831,light rain,55.4,44,75,12.66
691,Ust-Kut,RU,56.7938,105.7672,overcast clouds,7.9,97,94,1.88
692,Bagdarin,RU,54.4333,113.6,clear sky,11.07,64,1,3.76
693,Vung Tau,VN,10.346,107.0843,broken clouds,81.14,80,73,22.75
694,Camara De Lobos,PT,32.6333,-16.9667,broken clouds,68.0,73,75,6.91
695,Ndjole,GA,-0.1783,10.7649,overcast clouds,77.41,94,99,1.86
696,Eydhafushi,MV,5.1033,73.0708,few clouds,83.57,66,21,5.59
697,Tuy Hoa,VN,13.0833,109.3,broken clouds,75.79,90,59,3.53
698,Palembang,ID,-2.9167,104.7458,broken clouds,75.31,92,63,2.93
699,Walvis Bay,NA,-22.9575,14.5053,clear sky,75.99,60,0,3.0
700,Cajnice,BA,43.5575,19.0711,clear sky,53.6,32,0,2.3
