City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,San Policarpo,PH,2021-04-06 13:06:08,12.1791,125.5072,78.82,82,81,11.41
281,Gornyatskiy,RU,2021-04-06 13:10:06,48.2915,40.9575,51.22,50,56,16.91
282,Zhangzhou,CN,2021-04-06 13:10:06,24.5133,117.6556,68.0,56,40,11.18
283,Ukhta,RU,2021-04-06 13:10:07,63.5671,53.6835,38.86,76,100,6.89
284,Ankang,CN,2021-04-06 13:10:07,32.68,109.0172,61.65,65,100,4.34
285,Varhaug,NO,2021-04-06 13:10:07,58.6147,5.6457,37.99,88,94,7.0
286,Pangkalanbuun,ID,2021-04-06 13:10:08,-2.6833,111.6167,76.96,91,100,3.02
287,Ketchikan,US,2021-04-06 13:08:57,55.3422,-131.6461,38.66,97,100,3.96
288,Aginskoye,RU,2021-04-06 13:10:08,51.1,114.53,34.07,50,64,3.85
289,Antigonish,CA,2021-04-06 13:10:08,45.6169,-61.9986,43.0,99,100,1.99
290,Kalundborg,DK,2021-04-06 13:10:09,55.6795,11.0886,43.0,70,40,18.41
291,Bowen,AU,2021-04-06 13:10:09,-20.0167,148.2333,77.0,94,90,3.44
292,Mount Gambier,AU,2021-04-06 13:10:09,-37.8333,140.7667,51.8,93,0,4.61
293,Yabrud,SY,2021-04-06 13:08:09,33.9674,36.6574,84.2,11,0,5.75
294,Den Helder,NL,2021-04-06 13:08:06,52.9599,4.7593,41.0,60,40,20.71
295,Asfi,MA,2021-04-06 13:10:10,32.2994,-9.2372,64.33,80,100,8.63
296,Praxedis Guerrero,MX,2021-04-06 13:10:10,31.3667,-106.0167,68.0,10,90,9.22
297,Mitsamiouli,KM,2021-04-06 13:10:11,-11.3847,43.2844,81.86,76,100,13.09
298,Thaba Nchu,ZA,2021-04-06 13:10:11,-29.2093,26.839,82.4,32,40,10.36
299,Kargopol,RU,2021-04-06 13:10:11,61.5071,38.9456,38.86,91,100,13.49
300,Longyearbyen,SJ,2021-04-06 13:10:11,78.2186,15.6401,12.2,48,20,14.97
301,Shingu,JP,2021-04-06 13:10:12,33.7333,135.9833,52.11,94,100,4.07
302,Puttur,IN,2021-04-06 13:10:12,12.7667,75.2167,86.0,74,40,6.91
303,Codrington,AU,2021-04-06 13:10:12,-38.2667,141.9667,54.48,92,11,7.4
304,Vila Velha,BR,2021-04-06 13:10:13,-20.3297,-40.2925,82.4,57,20,6.91
305,Nouadhibou,MR,2021-04-06 13:10:13,20.931,-17.0347,78.8,44,0,20.71
306,San Patricio,US,2021-04-06 13:05:30,28.017,-97.5169,71.01,94,75,12.66
307,Buala,SB,2021-04-06 13:10:13,-8.145,159.5921,80.22,82,100,5.86
308,Lufilufi,WS,2021-04-06 13:10:14,-13.8745,-171.5986,75.2,94,75,4.61
309,Kolokani,ML,2021-04-06 13:10:14,13.5728,-8.0339,105.17,4,0,13.94
310,Kamien Pomorski,PL,2021-04-06 13:10:14,53.9685,14.7726,45.0,52,75,18.41
311,Kenai,US,2021-04-06 13:10:15,60.5544,-151.2583,8.6,66,1,8.32
312,Shenjiamen,CN,2021-04-06 13:10:15,29.9576,122.298,54.46,65,97,7.18
313,Buraydah,SA,2021-04-06 13:10:15,26.326,43.975,87.8,15,0,6.91
314,Gewane,ET,2021-04-06 13:10:16,10.1664,40.6453,100.26,10,100,11.5
315,Bonthe,SL,2021-04-06 13:10:16,7.5264,-12.505,86.41,65,59,10.89
316,Tecoanapa,MX,2021-04-06 13:10:16,16.5167,-98.75,75.0,69,100,3.74
317,Gigmoto,PH,2021-04-06 13:10:16,13.7796,124.39,77.81,80,99,10.85
318,Lakes Entrance,AU,2021-04-06 13:10:17,-37.8811,147.981,60.01,96,100,4.23
319,Peterhead,GB,2021-04-06 13:10:17,57.5058,-1.7981,37.0,80,75,19.57
320,Ostrovnoy,RU,2021-04-06 13:10:17,68.0531,39.5131,34.75,97,100,21.34
321,Itarema,BR,2021-04-06 13:10:18,-2.9248,-39.9167,85.01,60,95,14.07
322,Goderich,CA,2021-04-06 13:10:18,43.7501,-81.7165,48.2,57,99,9.22
323,Juneau,US,2021-04-06 13:09:03,58.3019,-134.4197,33.8,86,90,5.75
324,Namibe,AO,2021-04-06 13:10:18,-15.1961,12.1522,82.67,64,74,9.46
325,Colonia,DE,2021-04-06 13:10:19,50.9333,6.95,43.0,87,40,12.66
326,Stornoway,GB,2021-04-06 13:10:19,58.2093,-6.3865,37.0,69,40,25.32
327,Vestmannaeyjar,IS,2021-04-06 13:10:19,63.4427,-20.2734,28.4,43,20,10.36
328,Markova,UA,2021-04-06 13:10:20,48.6758,24.4138,37.4,81,75,2.24
329,Nanchang,CN,2021-04-06 13:06:12,28.6833,115.8833,61.95,79,100,4.99
330,Rethimnon,GR,2021-04-06 13:10:20,35.3647,24.4714,73.99,64,0,19.57
331,Sabha,LY,2021-04-06 13:08:04,27.0377,14.4283,85.15,17,6,10.11
332,Banyumas,ID,2021-04-06 13:10:20,-7.5142,109.2942,76.33,96,100,2.77
333,Van Buren,US,2021-04-06 13:10:21,35.4368,-94.3483,60.8,82,40,4.76
334,La Ronge,CA,2021-04-06 13:10:21,55.1001,-105.2842,30.2,74,57,2.3
335,Arlit,NE,2021-04-06 13:10:21,18.7369,7.3853,101.03,3,0,3.6
336,Honningsvag,NO,2021-04-06 13:10:22,70.9821,25.9704,33.8,86,75,19.57
337,Tilichiki,RU,2021-04-06 13:10:22,60.4667,166.1,-2.18,95,100,8.3
338,Rezekne,LV,2021-04-06 13:10:22,56.5,27.3167,40.89,52,99,14.45
339,Chapais,CA,2021-04-06 13:10:22,49.7834,-74.8492,30.2,64,1,3.06
340,Aklavik,CA,2021-04-06 13:10:23,68.2191,-135.0107,-13.0,77,100,2.3
341,Tautira,PF,2021-04-06 13:10:23,-17.7333,-149.15,77.0,73,20,1.14
342,Narsaq,GL,2021-04-06 13:10:23,60.9167,-46.05,37.4,81,75,5.75
343,Nanakuli,US,2021-04-06 13:10:24,21.3906,-158.1547,71.01,73,1,4.61
344,Krasnovishersk,RU,2021-04-06 13:10:24,60.4078,57.082,34.5,100,100,1.48
345,Ibra,OM,2021-04-06 13:10:24,22.6906,58.5334,98.04,10,0,10.4
346,Killybegs,IE,2021-04-06 13:10:24,54.6333,-8.45,45.0,70,20,13.8
347,Takoradi,GH,2021-04-06 13:10:25,4.8845,-1.7554,86.56,67,67,11.1
348,Chimbote,PE,2021-04-06 13:10:25,-9.0853,-78.5783,70.43,84,97,5.73
349,Atar,MR,2021-04-06 13:10:25,20.5169,-13.0499,96.03,10,6,7.81
350,Rongcheng,CN,2021-04-06 13:10:26,30.634,117.8517,60.46,70,100,3.83
351,Kent,GB,2021-04-06 13:10:26,51.1667,0.6667,46.0,36,100,4.0
352,Doka,SD,2021-04-06 13:10:26,13.5167,35.7667,103.87,12,23,7.36
353,Tawang,IN,2021-04-06 13:10:27,27.5833,91.8667,47.01,67,100,3.33
354,Jumla,NP,2021-04-06 13:10:27,29.2747,82.1838,51.24,76,96,5.17
355,Yishui,CN,2021-04-06 13:10:27,35.7847,118.6281,53.96,36,100,4.09
356,Shakawe,BW,2021-04-06 13:10:28,-18.3667,21.85,90.91,21,40,6.04
357,Nome,US,2021-04-06 13:10:28,64.5011,-165.4064,12.2,73,90,11.5
358,Deputatskiy,RU,2021-04-06 13:10:28,69.3,139.9,-11.99,99,98,2.59
359,Jacobabad,PK,2021-04-06 13:10:28,28.281,68.4388,96.13,13,0,16.28
360,Luderitz,NA,2021-04-06 13:10:29,-26.6481,15.1594,72.07,61,0,21.56
361,Linguere,SN,2021-04-06 13:10:29,15.3953,-15.1193,105.8,14,0,9.22
362,Richards Bay,ZA,2021-04-06 13:05:59,-28.783,32.0377,75.15,78,60,5.48
363,Buchanan,LR,2021-04-06 13:10:29,5.8808,-10.0467,89.6,66,75,3.44
364,Napasar,IN,2021-04-06 13:10:30,27.9667,73.55,98.26,11,1,16.31
365,Pointe-Noire,CG,2021-04-06 13:10:30,-4.7761,11.8635,86.0,74,75,9.22
366,Ust-Nera,RU,2021-04-06 13:10:30,64.5667,143.2,7.84,97,100,3.36
367,Kaitangata,NZ,2021-04-06 13:10:31,-46.2817,169.8464,57.0,71,22,8.01
368,Namatanai,PG,2021-04-06 13:10:31,-3.6667,152.4333,79.56,83,100,4.45
369,Kokstad,ZA,2021-04-06 13:10:31,-30.5472,29.4241,58.59,90,99,6.31
370,Gambela,ET,2021-04-06 13:10:31,8.25,34.5833,103.03,20,55,5.37
371,The Valley,AI,2021-04-06 13:10:32,18.217,-63.0578,82.4,73,40,10.36
372,Moses Lake,US,2021-04-06 13:10:32,47.1301,-119.2781,30.2,74,1,4.16
373,Dajal,PK,2021-04-06 13:10:32,29.5577,70.3762,79.29,38,21,20.51
374,Kant,IN,2021-04-06 13:10:33,27.8,79.8,96.62,8,72,6.78
375,Saint-Georges,GD,2021-04-06 13:10:33,12.0564,-61.7485,86.0,70,20,17.27
376,Araguaina,BR,2021-04-06 13:10:33,-7.1911,-48.2072,83.66,67,25,6.29
377,Oil City,US,2021-04-06 13:10:34,41.4339,-79.7064,54.0,62,1,5.75
378,Husavik,IS,2021-04-06 13:10:34,66.0449,-17.3389,21.2,63,75,5.75
379,Prince Rupert,CA,2021-04-06 13:07:25,54.3161,-130.3201,39.2,93,90,6.91
380,Wahiawa,US,2021-04-06 13:10:34,21.5028,-158.0236,71.01,77,1,8.05
381,Fallon,US,2021-04-06 13:10:35,39.4735,-118.7774,28.4,50,1,4.61
382,Bonfim,BR,2021-04-06 13:10:35,3.0833,-59.95,75.2,100,90,11.5
383,Ghorawal,IN,2021-04-06 13:10:35,24.7667,82.7833,92.95,8,0,3.11
384,Atlantis,ZA,2021-04-06 13:10:36,-33.5667,18.4834,73.0,60,93,10.16
385,Rocha,UY,2021-04-06 13:10:36,-34.4833,-54.3333,72.21,82,0,6.73
386,Humberto De Campos,BR,2021-04-06 13:10:36,-2.5983,-43.4611,85.71,62,55,8.55
387,Gao,ML,2021-04-06 13:10:36,16.6362,1.637,102.4,4,5,4.36
388,Bereda,ES,2021-04-06 13:10:37,43.2686,-7.5406,55.99,71,23,18.01
389,Salalah,OM,2021-04-06 13:10:37,17.0151,54.0924,87.8,55,0,6.91
390,Gotsu,JP,2021-04-06 13:10:37,35.0,132.2167,47.01,76,0,3.98
391,Rusape,ZW,2021-04-06 13:10:38,-18.5278,32.1284,77.0,35,0,11.34
392,Mangan,IN,2021-04-06 13:10:38,27.5167,88.5333,70.74,41,50,2.06
393,Bathsheba,BB,2021-04-06 13:10:38,13.2167,-59.5167,84.2,58,75,18.41
394,Te Anau,NZ,2021-04-06 13:10:39,-45.4167,167.7167,47.8,93,100,0.51
395,Batagay,RU,2021-04-06 13:10:39,67.6333,134.6333,-13.05,97,75,2.59
396,Abalak,RU,2021-04-06 13:10:39,58.1286,68.5944,37.63,77,36,10.49
397,Arica,CL,2021-04-06 13:10:39,-18.475,-70.3042,66.2,82,30,6.91
398,Komsomolskiy,UZ,2021-04-06 13:10:40,40.4272,71.7189,64.4,34,18,4.61
399,Murray Bridge,AU,2021-04-06 13:10:40,-35.1167,139.2667,57.99,96,0,6.24
400,Derzhavinsk,KZ,2021-04-06 13:10:41,51.1,66.3167,32.94,99,100,6.46
401,Nazca,PE,2021-04-06 13:10:41,-14.8333,-74.95,72.99,67,82,3.8
402,Hojai,IN,2021-04-06 13:10:41,26.0,92.8667,84.72,15,4,2.91
403,Mehamn,NO,2021-04-06 13:10:41,71.0357,27.8492,35.6,75,75,28.77
404,Labuhan,ID,2021-04-06 13:10:42,-6.8844,112.2051,81.14,84,100,7.76
405,Anjozorobe,MG,2021-04-06 13:10:42,-18.4,47.8667,84.2,42,40,8.05
406,Spokane,US,2021-04-06 13:08:57,47.6166,-117.3677,34.0,69,1,3.44
407,Dutlwe,BW,2021-04-06 13:10:42,-23.9833,23.9,86.88,23,52,3.44
408,Banepa,NP,2021-04-06 13:10:43,27.6298,85.5214,69.8,40,40,3.44
409,Cap Malheureux,MU,2021-04-06 13:10:43,-19.9842,57.6142,81.0,76,7,5.01
410,Lusambo,CD,2021-04-06 13:10:43,-4.9667,23.45,87.24,53,100,6.26
411,Petresti,RO,2021-04-06 13:10:44,44.65,25.3333,59.0,58,30,8.99
412,Kirakira,SB,2021-04-06 13:10:44,-10.4544,161.9205,79.86,82,93,6.02
413,Bac Lieu,VN,2021-04-06 13:10:44,9.285,105.7244,82.26,71,36,13.33
414,Guerrero Negro,MX,2021-04-06 13:10:45,27.9769,-114.0611,59.67,86,100,11.99
415,Bay Roberts,CA,2021-04-06 13:10:45,47.5999,-53.2648,42.8,100,90,11.5
416,Menongue,AO,2021-04-06 13:10:45,-14.6585,17.691,82.2,35,77,8.5
417,Manzhouli,CN,2021-04-06 13:10:45,49.6,117.4333,30.56,29,5,2.77
418,Atkarsk,RU,2021-04-06 13:09:14,51.8718,45.0078,34.0,99,100,15.93
419,Poum,NC,2021-04-06 13:05:56,-20.2333,164.0167,78.39,75,54,20.92
420,Sitka,US,2021-04-06 13:10:46,57.0531,-135.33,35.6,80,90,14.97
421,Lebu,CL,2021-04-06 13:10:26,-37.6167,-73.65,55.38,94,100,10.94
422,Baghmara,IN,2021-04-06 13:10:46,23.795,86.2085,93.94,8,0,7.38
423,Okhotsk,RU,2021-04-06 13:10:47,59.3833,143.3,7.39,86,28,3.85
424,Poyarkovo,RU,2021-04-06 13:10:47,49.6,128.6833,24.58,51,60,16.71
425,Lazaro Cardenas,MX,2021-04-06 13:10:47,17.9583,-102.2,72.54,80,1,5.06
426,Barranca,PE,2021-04-06 13:10:48,-10.75,-77.7667,70.63,80,58,5.44
427,Yerbogachen,RU,2021-04-06 13:10:48,61.2767,108.0108,29.84,94,100,4.05
428,Sorland,NO,2021-04-06 13:10:48,67.667,12.6934,39.2,70,75,37.98
429,Jiuquan,CN,2021-04-06 13:10:49,39.7432,98.5174,52.18,36,97,12.91
430,Ulety,RU,2021-04-06 13:10:49,51.3572,112.4849,30.02,75,19,3.22
431,Muravlenko,RU,2021-04-06 13:10:49,63.7898,74.523,31.86,99,100,4.5
432,Ouadda,CF,2021-04-06 13:10:49,8.0777,22.4007,105.24,8,27,6.82
433,Bahia Honda,CU,2021-04-06 13:10:50,22.9036,-83.1592,70.93,69,48,8.52
434,Kulhudhuffushi,MV,2021-04-06 13:10:50,6.6221,73.07,84.0,72,3,5.59
435,Nantucket,US,2021-04-06 13:06:20,41.2835,-70.0995,46.4,76,90,16.11
436,Misratah,LY,2021-04-06 13:10:05,32.3754,15.0925,65.17,61,0,14.63
437,Las Cruces,US,2021-04-06 13:10:45,32.3123,-106.7783,64.4,16,1,11.5
438,Pachino,IT,2021-04-06 13:10:51,36.7186,15.0907,62.6,72,75,23.02
439,Hofn,IS,2021-04-06 13:10:51,64.2539,-15.2082,23.81,51,13,16.51
440,Niceville,US,2021-04-06 13:09:50,30.5169,-86.4822,64.4,94,1,2.98
441,Kyren,RU,2021-04-06 13:10:51,51.6828,102.1408,42.1,57,79,1.81
442,Korla,CN,2021-04-06 13:10:52,41.7597,86.1469,59.05,22,69,10.38
443,Port Lincoln,AU,2021-04-06 13:10:52,-34.7333,135.8667,64.9,73,0,12.03
444,Fengzhen,CN,2021-04-06 13:10:52,40.4394,113.1536,47.21,56,94,8.77
445,Port Arthur,CN,2021-04-06 13:10:52,38.8,121.2667,53.6,43,0,6.71
446,Iroquois Falls,CA,2021-04-06 13:10:53,48.7669,-80.6831,37.4,48,75,10.36
447,Basco,PH,2021-04-06 13:10:53,20.4487,121.9702,74.59,73,100,21.7
448,Sharjah,AE,2021-04-06 13:06:39,25.3573,55.4033,84.0,44,0,12.66
449,Maldonado,UY,2021-04-06 13:06:27,-34.6667,-54.9167,73.0,88,75,6.91
450,Nizhnevartovsk,RU,2021-04-06 13:10:54,60.9344,76.5531,35.6,93,90,11.18
451,Asau,RO,2021-04-06 13:10:54,46.4333,26.4,61.0,20,100,7.27
452,Puerto Ayacucho,VE,2021-04-06 13:10:54,5.6639,-67.6236,78.35,81,99,4.76
453,Beringovskiy,RU,2021-04-06 13:10:54,63.05,179.3167,-8.64,94,52,8.5
454,Bykovo,RU,2021-04-06 13:10:55,55.6361,38.0803,51.8,37,0,15.66
455,Nishihara,JP,2021-04-06 13:10:55,26.1842,127.7558,68.0,72,40,12.66
456,Sechura,PE,2021-04-06 13:10:55,-5.5569,-80.8222,73.53,75,100,9.44
457,Clinton,US,2021-04-06 13:10:56,42.587,-82.9199,51.01,100,75,4.61
458,Chanute,US,2021-04-06 13:10:56,37.6792,-95.4572,64.4,72,1,19.57
459,Conakry,GN,2021-04-06 13:10:56,9.538,-13.6773,81.59,76,8,9.17
460,Fereydun Kenar,IR,2021-04-06 13:10:27,36.6864,52.5225,75.2,38,0,11.5
461,Zarechnyy,RU,2021-04-06 13:10:57,53.2036,45.1923,37.36,93,99,8.72
462,Raudeberg,NO,2021-04-06 13:10:57,61.9875,5.1352,42.01,84,100,22.5
463,Caiaponia,BR,2021-04-06 13:10:57,-16.9567,-51.8103,75.97,71,63,6.89
464,Aasiaat,GL,2021-04-06 13:05:58,68.7098,-52.8699,20.08,92,100,9.06
465,Afua,BR,2021-04-06 13:10:58,-0.1567,-50.3867,80.87,82,100,5.64
466,Mnogovershinnyy,RU,2021-04-06 13:10:58,53.9353,139.9242,20.86,94,100,15.48
467,Tsiroanomandidy,MG,2021-04-06 13:06:15,-18.7667,46.0333,81.75,56,99,2.37
468,Los Angeles,US,2021-04-06 13:07:19,34.0522,-118.2437,55.4,76,75,2.75
469,Assiniboia,CA,2021-04-06 13:10:58,49.6334,-105.9845,26.6,59,0,3.44
470,Kristiinankaupunki,FI,2021-04-06 13:06:07,62.2743,21.376,33.49,94,100,12.97
471,Washington,US,2021-04-06 13:08:36,47.5001,-120.5015,41.0,57,0,8.99
472,Mount Isa,AU,2021-04-06 13:10:59,-20.7333,139.5,82.4,36,100,5.75
473,Zhigansk,RU,2021-04-06 13:10:59,66.7697,123.3711,-9.6,99,24,8.93
474,Vestmanna,FO,2021-04-06 13:11:00,62.1564,-7.1664,28.4,69,75,31.07
475,Loreto,MX,2021-04-06 13:11:00,22.2667,-101.9667,55.26,61,12,4.94
476,Los Aquijes,PE,2021-04-06 13:11:00,-14.0967,-75.6908,69.8,78,86,3.44
477,Atbasar,KZ,2021-04-06 13:11:01,51.8,68.3333,32.56,100,100,5.93
478,Sangar,RU,2021-04-06 13:11:01,63.9242,127.4739,-15.99,99,40,2.51
479,Bambanglipuro,ID,2021-04-06 13:11:01,-7.95,110.2833,78.78,86,100,7.76
480,Gayny,RU,2021-04-06 13:11:01,60.3071,54.3241,36.73,85,99,6.02
481,Ahipara,NZ,2021-04-06 13:11:02,-35.1667,173.1667,63.05,93,100,7.05
482,Junction City,US,2021-04-06 13:11:02,39.0286,-96.8314,64.4,72,75,17.27
483,Sile,TR,2021-04-06 13:11:02,41.1754,29.6133,64.4,63,0,4.61
484,Cumpas,MX,2021-04-06 13:11:03,29.9833,-109.7833,63.18,17,8,2.71
485,Samarai,PG,2021-04-06 13:11:03,-10.6167,150.6667,81.86,80,90,9.69
486,San Lawrenz,MT,2021-04-06 13:11:03,36.0553,14.204,64.4,63,20,19.57
487,Izumo,JP,2021-04-06 13:11:04,35.3667,132.7667,48.2,81,75,2.3
488,Saint-Pierre,RE,2021-04-06 13:11:04,-21.3393,55.4781,84.2,70,45,11.5
489,Kiunga,PG,2021-04-06 13:11:04,-6.1219,141.2906,73.9,99,100,1.83
490,Tahta,EG,2021-04-06 13:11:04,26.7693,31.5021,91.4,14,0,5.75
491,Okato,NZ,2021-04-06 13:11:05,-39.2,173.8833,52.0,77,23,3.0
492,Hearst,CA,2021-04-06 13:11:05,49.6835,-83.6665,41.0,75,100,9.22
493,General Pico,AR,2021-04-06 13:11:05,-35.6566,-63.7568,72.68,77,6,14.63
494,Uji,JP,2021-04-06 13:11:06,34.8833,135.8,52.0,94,100,1.99
495,Tamandare,BR,2021-04-06 13:11:06,-8.7597,-35.1047,83.61,60,100,8.55
496,Sambava,MG,2021-04-06 13:11:06,-14.2667,50.1667,84.04,68,97,7.38
497,Kainantu,PG,2021-04-06 13:11:07,-6.2887,145.8655,60.96,97,100,2.57
498,Hibbing,US,2021-04-06 13:11:07,47.4272,-92.9377,42.8,65,1,8.05
499,Tateyama,JP,2021-04-06 13:11:07,34.9833,139.8667,52.0,68,100,5.99
500,Praia Da Vitoria,PT,2021-04-06 13:11:08,38.7333,-27.0667,62.01,94,75,18.59
501,Nioro,GM,2021-04-06 13:11:08,13.35,-15.75,99.75,15,4,4.23
502,Hamilton,US,2021-04-06 13:10:47,39.1834,-84.5333,61.0,58,75,3.44
503,Bogomila,MK,2021-04-06 13:11:08,41.5931,21.4717,62.6,48,20,2.3
504,Vallenar,CL,2021-04-06 13:11:09,-28.5708,-70.7581,70.45,47,0,2.13
505,Paamiut,GL,2021-04-06 13:11:09,61.994,-49.6678,33.8,98,100,7.43
506,Jinan,CN,2021-04-06 13:06:13,36.6683,116.9972,64.0,41,100,1.99
507,Shelburne,CA,2021-04-06 13:11:09,44.0787,-80.2041,44.01,52,99,8.88
508,Alta Floresta,BR,2021-04-06 13:11:10,-9.8756,-56.0861,78.22,84,100,1.68
509,Hovd,MN,2021-04-06 13:11:10,48.0056,91.6419,45.18,21,83,2.39
510,Gazanjyk,TM,2021-04-06 13:11:10,39.2446,55.5154,81.36,14,1,15.14
511,Iralaya,HN,2021-04-06 13:11:11,15.0,-83.2333,77.0,88,40,9.35
512,Dongying,CN,2021-04-06 13:11:11,37.4564,118.4856,57.43,36,100,6.82
513,Itoman,JP,2021-04-06 13:11:11,26.1247,127.6694,68.0,73,40,19.57
514,Indianola,US,2021-04-06 13:11:11,41.3581,-93.5574,63.0,69,100,9.35
515,Kjollefjord,NO,2021-04-06 13:11:12,70.9457,27.3465,35.6,75,75,28.77
516,Tres Arroyos,AR,2021-04-06 13:11:12,-38.3739,-60.2798,73.49,61,20,10.67
517,Birobidzhan,RU,2021-04-06 13:11:13,48.8,132.95,30.52,42,30,10.38
518,Ciudad Del Maiz,MX,2021-04-06 13:11:13,22.4,-99.6,55.35,87,35,3.04
519,Waipawa,NZ,2021-04-06 13:11:13,-41.4122,175.5153,55.4,94,2,6.91
520,Soligalich,RU,2021-04-06 13:11:14,59.0778,42.2864,43.83,72,27,13.22
521,Barguzin,RU,2021-04-06 13:11:14,53.6167,109.6167,28.22,80,68,2.73
522,Rome,US,2021-04-06 13:09:28,34.257,-85.1647,51.8,76,1,3.42
523,Abu Samrah,SY,2021-04-06 13:11:14,35.3029,37.1841,83.43,11,0,15.9
524,Cururupu,BR,2021-04-06 13:11:14,-1.8283,-44.8683,87.64,57,28,6.87
525,Pacific Grove,US,2021-04-06 13:08:28,36.6177,-121.9166,51.8,82,90,4.32
526,Lata,PT,2021-04-06 13:11:15,40.1629,-8.3327,77.0,43,10,7.14
527,Honolulu,US,2021-04-06 13:08:38,21.3069,-157.8583,71.6,64,20,17.27
528,Banda Aceh,ID,2021-04-06 13:11:15,5.5577,95.3222,80.1,82,100,8.3
529,Telimele,GN,2021-04-06 13:11:16,10.9167,-13.3333,99.61,25,5,3.56
530,Lekoni,GA,2021-04-06 13:11:16,-1.5843,14.2591,90.77,42,99,4.9
531,Saint-Augustin,CA,2021-04-06 13:11:16,51.226,-58.6502,39.97,99,100,16.84
532,Changzhou,CN,2021-04-06 13:07:04,31.7833,119.9667,60.01,53,100,3.0
533,Ikom,NG,2021-04-06 13:06:25,5.9667,8.7063,100.8,34,89,4.9
534,Sorong,ID,2021-04-06 13:11:17,-0.8833,131.25,83.07,73,100,7.72
535,Quatre Cocos,MU,2021-04-06 13:11:17,-20.2078,57.7625,86.0,70,40,8.05
536,Khowst,AF,2021-04-06 13:11:17,33.3833,69.8833,57.31,67,67,7.18
537,Edd,ER,2021-04-06 13:11:18,13.9297,41.6925,95.81,29,6,22.91
538,Hanzhong,CN,2021-04-06 13:11:18,33.0728,107.0303,61.74,64,100,0.85
539,Gusinoye Ozero,RU,2021-04-06 13:11:18,51.1144,106.2614,43.18,54,97,3.6
540,Berlevag,NO,2021-04-06 13:11:19,70.8578,29.0864,35.6,75,40,17.27
541,Urumqi,CN,2021-04-06 13:08:08,43.801,87.6005,62.6,25,0,6.71
542,Codajas,BR,2021-04-06 13:11:19,-3.8367,-62.0569,77.09,91,100,2.08
543,Talladega,US,2021-04-06 13:11:19,33.4359,-86.1058,52.0,87,40,3.15
544,Champerico,GT,2021-04-06 13:11:20,14.3,-91.9167,75.2,88,0,5.73
545,Beloha,MG,2021-04-06 13:07:04,-25.1667,45.05,76.39,63,99,11.72
546,Tara,RU,2021-04-06 13:11:20,56.8944,74.371,35.4,87,100,14.14
547,Maniitsoq,GL,2021-04-06 13:11:20,65.4167,-52.9,25.92,79,100,5.86
548,Mezen,RU,2021-04-06 13:11:21,65.8522,44.24,41.04,78,100,14.67
549,Saint Anthony,US,2021-04-06 13:11:21,45.0205,-93.218,51.8,62,1,8.05
550,Vieux-Habitants,GP,2021-04-06 13:11:21,16.0589,-61.7659,82.4,69,40,9.22
551,Mae Hong Son,TH,2021-04-06 13:11:22,19.3003,97.9685,69.8,88,40,3.44
552,Kapit,MY,2021-04-06 13:11:22,2.0167,112.9333,75.99,94,100,1.61
553,Balestrand,NO,2021-04-06 13:11:23,61.2076,6.5334,36.0,74,75,13.8
554,Amla,IN,2021-04-06 13:11:23,21.9333,78.1167,92.32,10,2,5.06
555,Novobeysugskaya,RU,2021-04-06 13:11:23,45.472,39.8861,57.42,50,7,13.49
556,Vrangel,RU,2021-04-06 13:11:24,42.7297,133.0839,41.05,85,30,6.49
557,Finnsnes,NO,2021-04-06 13:11:24,69.2296,17.9811,35.6,87,90,18.41
558,Ajdabiya,LY,2021-04-06 13:11:24,30.7554,20.2263,68.45,55,6,21.14
